,satisfaction_level,average_montly_hours,promotion_last_5years,Salary_high,Salary_low,Salary_medium,Predicted Left company
12703,0.44,159,0,0,1,0,0
13394,0.82,271,1,0,0,1,0
2271,0.61,231,0,0,1,0,0
6478,0.59,240,0,0,0,1,0
3800,0.8,234,0,0,1,0,0
10512,0.88,255,0,0,0,1,0
3059,0.25,264,0,0,1,0,1
13043,0.47,111,0,0,0,1,0
4630,0.24,228,0,1,0,0,0
4681,0.65,240,0,0,1,0,0
5151,0.57,159,0,1,0,0,0
13240,0.52,150,0,0,1,0,0
3340,0.86,251,0,0,0,1,0
4680,0.55,195,0,0,1,0,0
7110,0.99,202,0,0,0,1,0
5075,0.98,226,0,0,1,0,0
5922,0.64,272,0,0,1,0,0
7117,0.95,186,0,0,1,0,0
6658,0.95,153,0,0,1,0,0
1811,0.45,150,0,0,1,0,0
6889,0.71,287,0,0,0,1,0
2293,0.75,136,0,0,0,1,0
7013,0.63,250,0,0,1,0,0
10084,0.63,180,0,0,0,1,0
2036,0.19,191,0,0,1,0,1
14718,0.39,158,0,0,1,0,0
7081,0.7,261,0,0,1,0,0
3036,0.71,145,0,1,0,0,0
10996,0.63,242,0,0,1,0,0
47,0.57,273,0,0,1,0,0
9607,0.97,169,0,0,1,0,0
13535,0.23,242,0,0,0,1,0
6281,0.76,266,0,0,1,0,0
3214,0.93,156,0,0,1,0,0
1975,0.46,138,0,0,0,1,0
3854,0.53,180,0,0,0,1,0
13753,0.86,162,0,0,0,1,0
3828,0.58,262,0,1,0,0,0
6874,0.57,177,0,0,1,0,0
8965,0.93,211,0,0,0,1,0
386,0.1,298,0,0,0,1,1
2108,0.74,104,0,0,1,0,0
6046,0.64,184,0,0,0,1,0
12619,0.43,141,0,0,1,0,0
5299,0.6,216,0,0,1,0,0
13765,0.66,254,0,0,0,1,0
12567,0.1,282,0,0,0,1,1
12542,0.77,236,0,0,0,1,0
5801,0.71,273,0,0,1,0,0
11832,0.71,187,0,0,0,1,0
6927,0.8,125,0,0,1,0,0
10776,0.89,205,1,0,0,1,0
11795,0.97,262,1,0,0,1,0
1605,0.43,153,0,0,1,0,0
5443,0.62,173,0,0,0,1,0
8626,0.51,187,0,0,1,0,0
8897,0.54,153,0,0,1,0,0
5407,0.49,229,0,0,1,0,0
13898,0.71,227,0,0,1,0,0
8833,0.4,128,0,0,0,1,0
6847,0.54,183,0,0,1,0,0
10208,0.19,198,0,1,0,0,0
8953,0.71,261,0,0,1,0,0
5775,0.86,157,0,0,1,0,0
12940,0.68,233,0,1,0,0,0
1960,0.37,143,0,0,1,0,0
13431,0.51,132,1,0,1,0,0
4857,0.48,261,0,0,0,1,0
9767,0.85,226,0,0,0,1,0
12015,0.38,143,0,0,1,0,0
9376,0.6,185,0,0,1,0,0
12599,0.11,307,0,0,1,0,1
1923,0.59,155,0,0,1,0,0
13906,0.81,165,0,1,0,0,0
9839,0.37,101,0,0,1,0,0
9866,0.12,287,0,0,0,1,1
12046,0.4,147,0,0,1,0,0
8069,0.74,229,0,0,0,1,0
12302,0.1,250,0,0,0,1,1
357,0.37,149,0,0,1,0,0
539,0.11,244,0,0,0,1,1
8786,0.98,140,0,0,1,0,0
1245,0.1,288,0,0,0,1,1
6394,0.72,238,0,0,1,0,0
2813,0.9,257,0,0,1,0,0
10091,0.51,196,0,0,0,1,0
6309,0.94,219,0,0,1,0,0
11854,0.7,250,0,0,1,0,0
14960,0.82,257,0,0,1,0,0
10822,0.68,229,0,0,0,1,0
9806,0.66,192,0,0,1,0,0
8584,0.84,198,0,0,0,1,0
5853,0.59,185,0,0,0,1,0
5424,1.0,177,0,0,1,0,0
5635,0.24,175,0,0,1,0,1
8793,0.65,207,0,0,1,0,0
5224,0.7,209,0,0,1,0,0
3880,0.83,219,0,0,0,1,0
11835,0.16,218,0,1,0,0,0
12711,0.4,159,0,0,1,0,0
4269,0.21,245,0,1,0,0,0
11225,0.82,203,0,0,1,0,0
12475,0.45,134,0,0,1,0,0
3459,0.63,212,0,0,0,1,0
14368,0.11,305,0,0,1,0,1
13919,0.43,154,0,1,0,0,0
11688,0.94,144,0,0,1,0,0
9990,0.74,200,0,0,1,0,0
6983,0.79,238,0,0,0,1,0
3488,0.74,272,0,0,1,0,0
7964,0.91,255,0,0,0,1,0
5435,0.83,186,0,0,0,1,0
13540,1.0,187,0,0,0,1,0
7113,0.88,244,0,0,1,0,0
11774,0.64,265,0,0,1,0,0
5900,0.62,169,0,0,0,1,0
7441,0.92,191,0,0,0,1,0
3010,0.62,153,0,0,1,0,0
5714,0.54,266,0,0,0,1,0
5895,0.53,236,0,0,0,1,0
14699,0.1,276,0,0,1,0,1
2464,0.78,142,0,0,1,0,0
3545,0.8,231,0,0,0,1,0
14404,0.09,249,0,0,0,1,1
6171,0.9,143,0,0,0,1,0
1412,0.46,140,0,0,1,0,0
8761,0.12,236,0,0,0,1,1
7460,0.46,229,0,0,0,1,0
5158,0.86,167,0,1,0,0,0
8393,0.72,224,0,0,0,1,0
14423,0.88,219,0,0,1,0,0
13002,0.8,194,0,0,0,1,0
2913,0.84,139,0,0,0,1,0
13297,0.9,259,0,0,0,1,0
1086,0.9,254,0,1,0,0,0
7633,0.6,202,0,0,1,0,0
6809,0.97,198,0,0,1,0,0
14683,0.89,266,0,0,1,0,0
1222,0.4,134,0,0,1,0,0
8059,0.84,105,0,0,1,0,0
9386,0.78,271,0,0,0,1,0
12245,0.45,155,0,0,1,0,0
4362,0.76,173,0,0,1,0,0
4137,0.94,229,0,0,1,0,0
2965,0.81,216,0,0,1,0,0
13443,0.65,201,0,0,1,0,0
98,0.11,284,0,0,1,0,1
5827,0.43,127,0,0,0,1,0
6583,0.79,204,0,0,1,0,0
13299,0.59,172,0,0,0,1,0
2963,0.72,238,0,0,0,1,0
8613,0.48,259,0,0,0,1,0
1760,0.37,140,0,0,1,0,0
2272,0.97,204,0,0,1,0,0
14134,0.83,240,0,0,1,0,0
5765,0.59,226,0,0,1,0,0
6177,0.72,255,0,1,0,0,0
379,0.77,231,0,0,0,1,0
10767,0.19,249,0,0,1,0,1
983,0.43,139,0,0,1,0,0
4422,0.8,240,0,0,0,1,0
8144,0.62,218,0,0,0,1,0
13994,0.66,134,0,1,0,0,0
2599,0.48,179,0,0,0,1,0
4963,0.77,152,0,0,0,1,0
12371,0.36,135,0,0,1,0,0
5316,0.65,256,0,0,0,1,0
522,0.1,289,0,0,1,0,1
4863,0.99,223,0,0,0,1,0
164,0.9,260,0,0,1,0,0
6184,0.93,206,0,0,1,0,0
5806,1.0,216,0,0,1,0,0
5326,1.0,256,0,0,1,0,0
3107,0.74,154,0,0,0,1,0
12491,0.39,151,0,0,0,1,0
6264,0.49,206,0,0,1,0,0
2882,0.92,248,0,0,0,1,0
12699,0.38,156,0,0,0,1,0
13044,0.96,247,0,0,1,0,0
5005,0.12,194,0,0,0,1,1
2910,0.59,123,0,0,0,1,0
9910,0.96,193,0,0,1,0,0
5616,0.49,205,0,1,0,0,0
8135,0.53,198,0,0,1,0,0
9998,0.62,185,0,0,0,1,0
3442,0.99,190,0,0,1,0,0
65,0.81,161,0,0,0,1,0
2422,0.61,225,0,0,1,0,0
9928,0.54,206,0,0,0,1,0
14356,0.41,151,0,0,1,0,0
12789,0.61,247,0,0,1,0,0
3567,0.53,161,0,0,0,1,0
6333,0.7,134,0,0,0,1,0
1623,0.39,153,0,0,0,1,0
1766,0.44,141,0,0,1,0,0
3675,0.64,165,0,0,1,0,0
4251,0.7,182,0,0,1,0,0
1453,0.63,242,0,0,1,0,0
2966,0.73,196,0,0,1,0,0
9445,0.97,159,0,0,1,0,0
12405,0.47,254,0,0,1,0,0
13491,0.96,205,0,0,0,1,0
14445,0.48,270,0,0,1,0,0
8998,1.0,198,0,0,0,1,0
5799,0.51,197,0,0,1,0,0
7510,0.96,228,0,1,0,0,0
7816,0.3,245,0,0,1,0,1
10876,0.53,275,0,0,1,0,0
5835,0.96,214,0,0,1,0,0
107,0.44,148,0,0,0,1,0
10904,0.58,168,0,0,0,1,0
6346,0.49,185,0,0,1,0,0
4029,0.61,261,0,0,1,0,0
1758,0.45,149,0,0,1,0,0
7787,0.54,258,0,0,1,0,0
6070,0.78,129,0,0,0,1,0
3906,0.98,141,0,0,1,0,0
6970,0.64,271,0,0,0,1,0
11269,0.7,214,1,0,0,1,0
4512,0.54,228,1,0,0,1,0
2724,0.68,251,0,1,0,0,0
8557,0.6,163,0,0,1,0,0
3592,0.75,206,0,0,1,0,0
14537,0.37,157,0,0,1,0,0
4238,0.58,202,0,0,0,1,0
4101,1.0,182,0,0,0,1,0
1113,0.1,306,0,0,0,1,1
4118,0.52,243,0,0,0,1,0
4455,0.68,258,0,0,1,0,0
9274,0.99,131,0,0,1,0,0
5025,0.57,270,0,0,1,0,0
432,0.44,150,0,0,1,0,0
5081,0.93,167,0,0,0,1,0
13347,0.88,233,0,1,0,0,0
7360,0.73,135,0,0,0,1,0
533,0.43,136,0,0,0,1,0
3074,0.21,144,0,0,0,1,0
6893,0.86,212,0,0,0,1,0
10282,0.91,259,0,1,0,0,0
1465,0.45,146,0,0,0,1,0
5622,0.86,230,0,0,0,1,0
5097,0.53,246,0,1,0,0,0
10037,0.43,285,0,0,1,0,0
3965,0.86,200,0,0,0,1,0
10008,0.96,150,0,0,0,1,0
2086,0.12,244,0,0,1,0,1
8319,0.93,137,0,0,1,0,0
13046,0.84,250,0,0,1,0,0
8231,0.18,159,0,0,0,1,1
11164,0.91,132,0,0,0,1,0
10210,0.86,258,0,1,0,0,0
10805,0.44,219,0,0,1,0,0
3085,0.63,245,0,0,1,0,0
5875,0.8,178,0,0,1,0,0
645,0.4,141,0,0,0,1,0
7067,0.91,134,0,0,0,1,0
3981,0.7,254,0,0,1,0,0
1240,0.43,132,0,0,0,1,0
9870,0.96,163,0,0,1,0,0
8079,0.8,211,0,0,0,1,0
9893,0.85,162,0,0,0,1,0
3725,0.86,146,0,0,0,1,0
4470,0.52,160,0,1,0,0,0
7859,0.8,175,0,0,1,0,0
2496,0.58,146,0,0,1,0,0
7776,0.83,179,0,0,1,0,0
1644,0.83,224,0,0,1,0,0
12236,0.4,151,0,0,1,0,0
12724,0.45,146,0,0,0,1,0
9226,0.3,198,0,0,0,1,0
10224,0.13,171,0,0,0,1,1
3706,0.65,250,0,0,1,0,0
13245,0.83,149,0,0,1,0,0
12445,0.09,283,0,0,1,0,1
10567,0.75,155,0,0,1,0,0
1877,0.39,137,0,0,1,0,0
3301,0.49,147,0,0,0,1,0
9175,0.64,262,0,0,1,0,0
2084,0.63,224,0,0,1,0,0
4846,0.57,141,0,0,1,0,0
12280,0.1,268,0,0,1,0,1
11837,0.7,158,0,0,0,1,0
11649,0.91,195,0,0,0,1,0
1689,0.38,141,0,0,1,0,0
3664,0.55,248,0,1,0,0,0
2528,0.24,195,0,0,0,1,0
10764,0.94,217,0,0,1,0,0
12264,0.42,139,0,0,0,1,0
8162,0.59,141,0,0,1,0,0
6979,0.92,206,0,0,0,1,0
1349,0.87,221,0,0,0,1,0
14021,0.73,184,0,0,1,0,0
1452,0.72,251,0,0,1,0,0
7723,1.0,215,0,0,0,1,0
9163,0.79,250,0,0,0,1,0
8812,0.52,280,0,1,0,0,0
11549,0.73,189,0,0,0,1,0
7289,0.7,173,0,0,0,1,0
14284,0.09,295,0,0,1,0,1
9679,0.88,219,0,0,0,1,0
6139,0.5,208,0,0,1,0,0
1587,0.09,281,0,0,0,1,1
14918,0.09,282,0,0,1,0,1
4439,0.71,192,0,0,0,1,0
5422,0.92,250,0,0,1,0,0
12598,0.37,157,0,0,1,0,0
5391,0.83,102,0,0,0,1,0
13870,0.15,280,0,1,0,0,0
4003,0.58,162,0,0,0,1,0
9307,0.68,165,0,0,0,1,0
7748,0.62,249,0,0,1,0,0
965,0.8,180,0,0,0,1,0
7553,0.84,263,0,0,1,0,0
5644,0.97,195,0,0,1,0,0
13697,0.68,159,0,0,0,1,0
14325,0.84,234,0,0,0,1,0
5043,0.49,257,0,0,0,1,0
8475,0.7,189,0,0,1,0,0
54,0.1,307,0,0,1,0,1
12825,0.89,195,0,0,0,1,0
7064,0.53,205,0,0,0,1,0
11627,0.97,238,0,0,0,1,0
7001,0.63,215,0,0,0,1,0
3366,0.67,157,0,0,1,0,0
2508,0.83,141,0,0,1,0,0
4052,0.45,164,0,0,1,0,0
8033,0.55,222,0,0,0,1,0
3605,0.73,245,0,0,1,0,0
9390,0.66,220,0,0,0,1,0
9173,0.82,161,0,0,1,0,0
4794,0.32,240,0,0,1,0,1
2738,0.65,220,0,0,1,0,0
8602,0.26,214,0,0,1,0,1
8459,0.83,262,0,0,0,1,0
13361,0.54,118,0,0,1,0,0
4221,0.71,238,0,1,0,0,0
11190,0.28,97,0,0,1,0,1
3290,0.58,233,0,0,1,0,0
14929,0.1,302,0,0,0,1,1
4294,0.52,250,0,0,1,0,0
9460,0.45,236,0,0,0,1,0
14299,0.37,130,0,0,1,0,0
4660,0.9,274,0,0,0,1,0
2245,0.53,192,0,0,0,1,0
2741,0.8,241,0,0,1,0,0
7369,0.22,209,0,0,0,1,0
4277,0.95,193,0,0,0,1,0
9301,0.59,156,0,0,0,1,0
3911,0.86,196,0,0,1,0,0
12858,0.58,165,0,0,1,0,0
10265,0.44,269,0,0,1,0,0
8057,0.97,201,0,0,1,0,0
4444,1.0,193,0,0,1,0,0
9003,0.59,275,0,0,0,1,0
7681,0.5,242,0,0,0,1,0
816,0.84,251,0,0,0,1,0
4312,0.59,219,0,0,0,1,0
12938,0.97,153,0,0,1,0,0
4861,0.52,193,0,0,1,0,0
4274,0.59,181,0,0,0,1,0
14764,0.79,257,0,0,1,0,0
13830,0.57,224,0,0,0,1,0
14174,0.9,136,0,0,1,0,0
2899,0.97,165,0,0,1,0,0
5296,0.89,164,0,0,1,0,0
3761,0.84,152,0,0,1,0,0
8114,0.29,256,0,0,0,1,0
4903,0.94,223,0,0,0,1,0
13728,0.49,215,0,0,0,1,0
1281,0.75,270,0,1,0,0,0
8120,0.76,135,0,0,0,1,0
8129,0.62,178,0,0,1,0,0
2381,0.15,205,0,0,1,0,1
8305,0.57,200,0,0,0,1,0
8477,0.6,140,0,0,1,0,0
6543,0.81,258,0,0,1,0,0
9706,0.51,234,0,1,0,0,0
8153,0.44,115,0,0,0,1,0
2525,0.75,273,0,0,0,1,0
13168,0.82,147,0,0,1,0,0
5805,0.4,188,0,0,1,0,0
14276,0.81,161,0,0,0,1,0
6586,0.15,178,0,0,1,0,1
12175,0.54,164,0,0,1,0,0
454,0.09,254,0,0,0,1,1
4262,0.76,154,0,0,1,0,0
13357,0.95,224,0,0,1,0,0
6407,0.77,247,0,0,0,1,0
3534,0.59,186,0,0,0,1,0
3669,0.63,160,0,0,1,0,0
5012,0.31,133,0,0,0,1,0
12809,0.52,265,0,0,0,1,0
12460,0.43,135,0,0,0,1,0
13262,0.51,198,0,0,0,1,0
7665,0.46,101,0,0,1,0,0
12506,0.83,259,0,0,0,1,0
8096,0.96,137,0,0,1,0,0
11152,0.99,209,0,0,0,1,0
14126,0.94,157,0,0,0,1,0
13732,0.77,236,0,0,0,1,0
5706,0.98,247,0,0,0,1,0
1098,0.42,132,0,0,1,0,0
13055,0.51,260,0,0,1,0,0
5280,0.53,135,0,0,0,1,0
8798,0.24,131,0,0,1,0,1
1341,0.9,247,0,0,1,0,0
11695,0.81,165,0,1,0,0,0
4321,0.98,137,0,0,0,1,0
13169,0.88,244,0,0,1,0,0
171,0.41,160,1,0,1,0,0
9864,0.76,196,0,0,0,1,0
5927,0.72,111,0,0,1,0,0
14997,0.11,280,0,0,1,0,1
12775,0.39,158,0,0,1,0,0
10749,0.96,207,0,1,0,0,0
14328,0.11,251,0,0,1,0,1
9718,0.96,175,0,0,1,0,0
8740,0.56,269,0,0,1,0,0
776,0.1,254,0,0,0,1,1
11755,0.88,208,1,1,0,0,0
14717,0.83,259,0,0,0,1,0
4868,0.86,269,0,0,1,0,0
3210,0.7,166,0,0,1,0,0
3631,0.39,190,0,0,1,0,0
11580,0.51,182,0,0,1,0,0
9484,0.75,246,0,0,1,0,0
1146,0.8,217,0,0,1,0,0
12910,0.79,273,0,0,0,1,0
3636,0.59,155,0,0,0,1,0
4407,0.73,215,0,0,1,0,0
14518,0.11,287,0,0,1,0,1
7812,0.89,133,0,0,1,0,0
9762,0.48,245,0,0,0,1,0
6875,0.8,181,0,0,0,1,0
6707,0.4,154,0,0,1,0,0
679,0.86,229,0,0,1,0,0
7066,0.3,150,0,0,0,1,0
1642,0.11,247,0,0,1,0,1
10329,0.56,161,0,0,0,1,0
7187,0.96,193,0,0,0,1,0
9628,0.87,143,0,0,0,1,0
10341,0.69,272,0,0,1,0,0
12671,0.11,264,0,0,1,0,1
5394,0.91,168,0,0,0,1,0
9130,0.22,162,0,0,1,0,1
7132,0.35,103,0,0,1,0,0
11772,0.84,178,0,0,1,0,0
11249,0.75,222,0,0,0,1,0
2960,0.63,246,0,0,0,1,0
3851,0.26,266,0,0,0,1,0
7930,0.81,162,0,0,0,1,0
6837,0.6,145,0,0,0,1,0
14602,0.45,148,0,0,1,0,0
12784,0.2,236,0,0,1,0,1
10614,0.89,195,0,0,0,1,0
686,0.1,255,0,0,0,1,1
5283,0.66,177,0,0,0,1,0
3487,0.14,267,0,0,1,0,1
3020,0.83,179,0,0,1,0,0
3470,0.34,114,0,0,0,1,0
5475,0.64,170,0,0,0,1,0
1970,0.53,132,0,0,1,0,0
13567,0.53,223,0,0,1,0,0
3498,0.81,198,0,0,0,1,0
13236,0.67,171,0,0,1,0,0
713,0.73,232,0,0,1,0,0
13210,0.79,156,0,0,1,0,0
5931,0.66,169,0,0,0,1,0
9271,0.77,209,0,0,0,1,0
6030,0.54,279,0,0,1,0,0
7075,0.3,156,0,0,0,1,0
894,0.73,266,0,0,0,1,0
10267,0.93,135,0,1,0,0,0
13853,0.69,153,0,0,0,1,0
4102,0.15,146,0,0,0,1,1
4670,0.94,231,0,0,0,1,0
11807,0.65,180,0,0,1,0,0
1681,0.83,264,0,0,1,0,0
1941,0.81,251,0,0,0,1,0
8708,0.16,229,0,0,1,0,1
2240,0.61,137,0,0,1,0,0
9375,0.61,231,0,1,0,0,0
4276,0.7,184,0,0,0,1,0
631,0.34,141,0,0,1,0,0
1230,0.37,143,0,0,0,1,0
7176,0.84,149,0,0,0,1,0
1151,0.79,234,0,0,1,0,0
13829,0.49,175,0,0,0,1,0
305,0.45,135,0,0,0,1,0
10712,0.96,166,0,0,0,1,0
5410,0.58,222,0,0,1,0,0
3076,0.56,243,0,0,1,0,0
12472,0.89,266,0,0,1,0,0
8782,0.57,176,0,1,0,0,0
12819,0.96,225,0,0,0,1,0
8629,0.19,172,0,0,1,0,1
14406,0.09,304,0,0,1,0,1
3021,0.75,135,0,0,1,0,0
198,0.1,285,0,0,1,0,1
8563,0.2,218,0,0,1,0,1
13001,0.38,171,0,0,0,1,0
1898,0.44,155,0,0,0,1,0
2332,0.96,162,0,0,0,1,0
12242,0.38,156,0,0,1,0,0
14985,0.91,254,0,0,0,1,0
7939,0.51,238,0,1,0,0,0
4727,0.76,135,1,0,1,0,0
67,0.9,264,0,0,0,1,0
350,0.09,304,0,0,0,1,1
14593,0.45,144,0,0,0,1,0
7775,0.67,192,0,0,1,0,0
13381,0.93,241,0,0,0,1,0
5150,0.92,184,0,0,1,0,0
11954,0.82,160,0,0,0,1,0
7206,0.68,215,0,0,1,0,0
13395,0.84,135,1,0,0,1,0
6357,0.16,121,0,0,0,1,1
4385,0.69,261,0,0,0,1,0
12739,0.11,275,0,0,0,1,1
8777,0.58,224,0,1,0,0,0
6181,0.58,197,0,0,0,1,0
8348,0.8,251,0,1,0,0,0
11610,0.89,153,0,0,1,0,0
8346,0.28,221,0,1,0,0,0
8693,0.85,244,0,0,0,1,0
12388,0.45,157,0,0,0,1,0
4454,0.81,142,0,0,1,0,0
5938,1.0,182,0,0,0,1,0
1921,0.82,236,0,0,1,0,0
2356,0.99,236,0,0,1,0,0
5808,0.99,262,0,0,1,0,0
10690,0.9,254,0,0,0,1,0
9911,0.96,197,0,0,1,0,0
4023,0.26,125,0,0,1,0,1
1555,0.83,255,0,0,1,0,0
10509,0.66,104,0,0,0,1,0
14462,0.79,254,0,0,1,0,0
1246,0.43,155,0,0,0,1,0
5411,0.2,163,0,0,1,0,1
181,0.1,261,0,0,0,1,1
13534,0.84,224,0,0,0,1,0
9725,0.7,189,0,0,1,0,0
5924,0.74,281,0,0,1,0,0
5400,0.33,114,0,1,0,0,0
728,0.43,160,0,0,0,1,0
7823,0.63,144,0,0,0,1,0
7080,0.97,173,0,0,1,0,0
5473,0.6,182,0,0,0,1,0
2734,0.82,177,0,0,1,0,0
12871,0.83,249,0,0,0,1,0
14895,0.43,129,0,0,0,1,0
11626,0.34,155,0,0,0,1,0
3350,0.88,133,0,0,0,1,0
8845,0.73,238,0,0,0,1,0
1769,0.4,144,0,0,1,0,0
9284,0.57,257,0,0,1,0,0
14347,0.1,283,0,0,1,0,1
13653,0.59,189,0,0,0,1,0
9362,0.56,208,0,0,1,0,0
7428,0.86,184,0,0,1,0,0
841,0.11,299,0,0,0,1,1
4392,0.49,173,0,0,0,1,0
10074,0.85,197,0,0,0,1,0
3362,0.86,211,0,0,1,0,0
11603,0.69,195,0,1,0,0,0
9638,0.68,161,0,0,1,0,0
3837,0.76,220,0,0,1,0,0
1823,0.1,280,0,0,0,1,1
13876,0.96,173,0,1,0,0,0
8289,0.89,214,0,0,0,1,0
10234,0.61,160,0,0,0,1,0
4519,0.44,124,0,0,1,0,0
6601,0.96,189,0,0,0,1,0
6414,0.92,145,0,0,1,0,0
2421,0.69,255,0,0,1,0,0
3302,0.7,235,0,0,0,1,0
11297,0.14,275,0,0,0,1,1
2337,0.57,161,0,0,0,1,0
9490,0.93,257,0,0,1,0,0
7817,0.51,237,0,0,0,1,0
304,0.89,255,0,0,0,1,0
13964,0.5,154,0,0,0,1,0
220,0.1,286,0,0,1,0,1
13963,0.78,209,0,0,0,1,0
5614,0.54,169,0,1,0,0,0
928,0.77,261,0,0,0,1,0
10211,0.92,230,0,1,0,0,0
11019,0.78,285,0,1,0,0,0
1842,0.38,159,0,0,1,0,0
1198,0.09,298,0,0,0,1,1
2130,0.76,189,0,0,0,1,0
5737,0.81,205,0,0,1,0,0
4844,0.66,103,0,0,1,0,0
6803,0.28,162,0,0,1,0,1
6310,0.67,213,0,0,1,0,0
7661,0.96,268,0,0,1,0,0
4777,0.63,141,0,0,0,1,0
14483,0.81,270,0,0,0,1,0
11380,0.24,225,0,0,1,0,1
1147,0.83,258,0,0,1,0,0
13445,0.99,167,0,0,1,0,0
14928,0.44,141,0,0,1,0,0
11379,0.64,122,0,0,1,0,0
12221,0.37,135,0,0,1,0,0
13496,0.64,143,0,0,0,1,0
14935,0.4,143,0,0,0,1,0
8411,1.0,270,0,0,1,0,0
12512,0.09,259,0,0,1,0,1
1902,0.9,271,0,0,0,1,0
6662,0.62,216,0,0,1,0,0
12097,0.1,279,0,0,1,0,1
11630,0.68,162,0,1,0,0,0
1308,0.09,266,0,0,0,1,1
1103,0.38,156,0,0,1,0,0
4566,0.32,112,0,0,0,1,0
6737,0.83,242,0,0,1,0,0
14291,0.45,140,0,0,1,0,0
13709,0.56,264,0,0,1,0,0
11934,0.88,195,0,0,1,0,0
9136,0.98,240,0,0,1,0,0
12096,0.1,265,0,0,1,0,1
14969,0.43,157,0,0,0,1,0
14140,0.82,219,0,0,1,0,0
1249,0.1,284,0,0,1,0,1
11144,0.89,147,0,0,1,0,0
11802,0.9,245,0,0,1,0,0
14609,0.87,265,0,0,1,0,0
8716,0.55,238,0,0,1,0,0
1839,0.36,147,0,0,1,0,0
6759,0.22,174,0,1,0,0,0
11149,0.28,170,0,0,1,0,1
11422,0.55,254,0,1,0,0,0
10502,0.58,185,0,0,1,0,0
5363,0.29,103,0,0,0,1,0
351,0.48,219,0,0,1,0,0
14428,0.9,245,0,0,1,0,0
5551,0.67,167,0,0,0,1,0
12766,0.75,227,0,0,0,1,0
267,0.45,129,0,1,0,0,0
12173,0.1,284,0,0,1,0,1
1072,0.53,205,0,0,1,0,0
11993,0.64,253,1,1,0,0,0
8952,0.49,226,0,0,1,0,0
6195,0.9,227,0,0,1,0,0
5907,0.84,178,0,0,0,1,0
9453,0.56,139,0,0,1,0,0
3285,0.51,164,0,0,1,0,0
9943,0.98,186,0,0,1,0,0
12253,0.87,248,0,0,1,0,0
10124,0.57,171,0,0,0,1,0
9290,0.77,207,0,0,1,0,0
12566,0.11,310,0,0,1,0,1
9336,0.97,218,0,1,0,0,0
12349,0.4,149,0,0,0,1,0
4847,0.78,150,0,0,1,0,0
11572,0.95,223,0,0,1,0,0
5724,0.65,200,0,0,1,0,0
13063,0.84,245,0,0,1,0,0
13320,0.84,121,0,0,1,0,0
5240,0.19,148,0,0,0,1,0
11304,0.57,145,0,0,1,0,0
6650,0.24,208,0,0,1,0,1
8000,0.72,193,0,0,0,1,0
5903,0.62,142,0,0,0,1,0
13523,0.8,161,0,0,1,0,0
6335,0.8,143,0,0,0,1,0
3230,0.91,142,0,0,0,1,0
14479,0.38,156,0,0,1,0,0
9244,0.15,213,0,0,1,0,1
1112,0.09,251,0,0,1,0,1
7418,0.99,216,0,1,0,0,0
2218,0.76,266,0,0,1,0,0
4784,0.3,229,0,0,0,1,0
13936,0.16,286,1,0,0,1,0
2074,0.45,111,0,0,1,0,0
6318,0.83,210,0,0,0,1,0
6785,0.64,148,0,0,0,1,0
1011,0.43,149,0,0,0,1,0
3913,0.19,192,0,0,1,0,1
5486,0.52,155,0,0,1,0,0
7936,0.51,208,0,0,1,0,0
7263,0.72,192,0,0,0,1,0
7095,0.18,250,0,0,0,1,1
12535,0.37,156,0,0,0,1,0
1143,0.1,286,0,0,1,0,1
9711,0.59,209,0,1,0,0,0
4674,0.74,255,0,0,0,1,0
14770,0.11,296,0,0,1,0,1
1173,0.11,272,0,0,1,0,1
10903,0.8,190,0,0,0,1,0
3456,0.24,268,0,0,0,1,0
6011,0.56,237,0,0,0,1,0
14283,0.45,149,0,1,0,0,0
11607,0.77,214,0,1,0,0,0
8937,0.9,185,0,0,0,1,0
3108,0.6,195,0,0,0,1,0
3737,0.16,215,0,0,0,1,1
11967,0.82,148,0,0,1,0,0
12829,0.92,259,0,0,0,1,0
6626,0.4,127,0,0,1,0,0
4783,0.41,190,0,0,1,0,0
5373,0.83,168,0,0,1,0,0
4830,0.53,177,0,0,1,0,0
2097,0.94,185,0,0,0,1,0
7520,0.91,253,0,0,1,0,0
2646,0.78,253,0,1,0,0,0
3453,0.8,200,0,0,0,1,0
14729,0.44,151,0,0,1,0,0
7597,1.0,181,0,0,1,0,0
13777,0.57,177,0,0,1,0,0
4476,0.86,134,0,0,1,0,0
7342,0.75,246,0,0,0,1,0
3207,0.57,218,0,0,1,0,0
4061,0.49,173,0,0,1,0,0
14123,0.91,241,0,0,0,1,0
2491,1.0,144,0,0,1,0,0
13968,0.73,262,1,1,0,0,0
4033,0.94,215,0,0,0,1,0
298,0.45,136,0,0,0,1,0
12007,0.92,259,0,0,1,0,0
14571,0.1,290,0,0,1,0,1
5838,0.61,181,0,0,1,0,0
13067,0.78,145,1,0,0,1,0
5485,0.38,276,0,0,1,0,0
14248,0.45,126,0,0,1,0,0
1988,0.51,243,0,0,0,1,0
6013,0.8,166,0,0,0,1,0
1765,0.9,229,0,0,1,0,0
4130,0.81,243,0,1,0,0,0
3310,0.74,145,0,0,1,0,0
3247,0.67,202,0,0,0,1,0
9837,0.86,162,0,0,1,0,0
2633,0.78,212,0,0,1,0,0
12378,0.31,238,0,0,0,1,0
5080,0.65,271,0,0,0,1,0
10076,0.71,182,0,1,0,0,0
